Time - Stamp,IP Address,API-Endpoint,System Details,Parsed Timestamp,Method,Endpoint,Status Code,Browser,Operating System
[22/Mar/2025:07:33:15 -0500],127.0.0.1,PUT /email_configuration/unseen/get 502 Bad Gateway,Chrome/96.5 (Ubuntu 22.04),2025-03-22 07:33:15,PUT,/email_configuration/unseen/get,502,Chrome/96.5,Ubuntu 22.04
[22/Mar/2025:07:35:50 +0000],127.0.0.4,PUT /email_configuration/unseen/get 404 Not Found,Safari/2.2.4 (UNKNOWN),2025-03-22 07:35:50,PUT,/email_configuration/unseen/get,404,Safari/2.2.4,UNKNOWN
[22/Mar/2025:07:37:26 +0000],127.0.0.2,OPTIONS /get_email_configuration 300 Redirect,UNKNOWN (Ubuntu 20.04),2025-03-22 07:37:26,OPTIONS,/get_email_configuration,300,UNKNOWN,Ubuntu 20.04
[22/Mar/2025:07:43:15 +0530],127.0.0.3,GET /email_configuration/test 403 Forbidden,Mozilla/12.0 (UNKNOWN),2025-03-22 07:43:15,GET,/email_configuration/test,403,Mozilla/12.0,UNKNOWN
[22/Mar/2025:07:47:56 -0500],127.0.0.1,GET /disable_poller 502 Bad Gateway,Mozilla/52.9 (Windows 7),2025-03-22 07:47:56,GET,/disable_poller,502,Mozilla/52.9,Windows 7
[22/Mar/2025:07:49:14 +0000],127.0.0.1,OPTIONS /email_configuration/unseen/get 400 Bad Request,Mozilla/52.9 (UNKNOWN),2025-03-22 07:49:14,OPTIONS,/email_configuration/unseen/get,400,Mozilla/52.9,UNKNOWN
[22/Mar/2025:07:49:29 -0500],127.0.0.3,OPTIONS /email_configuration/unseen/get 404 Not Found,Chrome/22.0 (Windows 7),2025-03-22 07:49:29,OPTIONS,/email_configuration/unseen/get,404,Chrome/22.0,Windows 7
[22/Mar/2025:07:50:15 -0500],127.0.0.5,GET /email_configuration/test 500 Internal Server Error,Chrome/117.2 (Ubuntu 22.04),2025-03-22 07:50:15,GET,/email_configuration/test,500,Chrome/117.2,Ubuntu 22.04
[22/Mar/2025:07:54:52 +0200],127.0.0.1,PUT /email_configuration/unseen/get 200 OK,Mozilla/52.9 (Mac OS Sequoia),2025-03-22 07:54:52,PUT,/email_configuration/unseen/get,200,Mozilla/52.9,Mac OS Sequoia
[22/Mar/2025:07:59:34 -0700],127.0.0.4,GET /update_email_configuration 200 OK,Safari/2.2.4 (Linux Kernel 6.0),2025-03-22 07:59:34,GET,/update_email_configuration,200,Safari/2.2.4,Linux Kernel 6.0
[22/Mar/2025:08:05:45 +0000],127.0.0.1,OPTIONS /email_configuration/audit/get_all 500 Internal Server Error,UNKNOWN (Ubuntu 22.04),2025-03-22 08:05:45,OPTIONS,/email_configuration/audit/get_all,500,UNKNOWN,Ubuntu 22.04
[22/Mar/2025:08:08:33 +0200],127.0.0.5,OPTIONS /email_configuration/test 400 Bad Request,UNKNOWN (Windows 11),2025-03-22 08:08:33,OPTIONS,/email_configuration/test,400,UNKNOWN,Windows 11
[22/Mar/2025:08:11:22 +0530],127.0.0.2,POST /email_configuration/test 200 OK,UNKNOWN (Linux Kernel 5.15),2025-03-22 08:11:22,POST,/email_configuration/test,200,UNKNOWN,Linux Kernel 5.15
[22/Mar/2025:08:13:53 -0500],127.0.0.4,POST /update_email_configuration 202 OK,Safari/2.2.4 (Mac OS Ventura),2025-03-22 08:13:53,POST,/update_email_configuration,202,Safari/2.2.4,Mac OS Ventura
[22/Mar/2025:08:14:16 +0000],127.0.0.4,OPTIONS /create_email_configuration 403 Forbidden,Mozilla/39.0 (Linux Kernel 5.15),2025-03-22 08:14:16,OPTIONS,/create_email_configuration,403,Mozilla/39.0,Linux Kernel 5.15
[22/Mar/2025:08:16:00 -0500],127.0.0.4,PUT /disable_poller 401 Unauthorized,Mozilla/52.9 (Linux Kernel 6.0),2025-03-22 08:16:00,PUT,/disable_poller,401,Mozilla/52.9,Linux Kernel 6.0
[22/Mar/2025:08:16:44 +0000],127.0.0.1,GET /create_email_configuration 404 Not Found,Safari/2.2.4 (Linux Kernel 6.0),2025-03-22 08:16:44,GET,/create_email_configuration,404,Safari/2.2.4,Linux Kernel 6.0
[22/Mar/2025:08:18:17 -0700],127.0.0.1,PUT /get_email_configuration 500 Internal Server Error,Chrome/103.0 (Ubuntu 22.04),2025-03-22 08:18:17,PUT,/get_email_configuration,500,Chrome/103.0,Ubuntu 22.04
[22/Mar/2025:08:21:08 -0500],127.0.0.1,OPTIONS /get_all_email_configuration 403 Forbidden,Chrome/2.1 (Ubuntu 20.04),2025-03-22 08:21:08,OPTIONS,/get_all_email_configuration,403,Chrome/2.1,Ubuntu 20.04
[22/Mar/2025:08:24:57 +0200],127.0.0.4,GET /get_email_configuration 403 Forbidden,Safari/2.2.4 (Mac OS Sequoia),2025-03-22 08:24:57,GET,/get_email_configuration,403,Safari/2.2.4,Mac OS Sequoia
[22/Mar/2025:08:26:06 -0700],127.0.0.5,POST /enable_poller 300 Redirect,UNKNOWN (Mac OS Ventura),2025-03-22 08:26:06,POST,/enable_poller,300,UNKNOWN,Mac OS Ventura
[22/Mar/2025:08:27:23 +0530],127.0.0.1,POST /email_configuration/unseen/get 200 OK,Mozilla/5.0 (UNKNOWN),2025-03-22 08:27:23,POST,/email_configuration/unseen/get,200,Mozilla/5.0,UNKNOWN
[22/Mar/2025:08:30:15 -0500],127.0.0.2,OPTIONS /update_email_configuration 500 Internal Server Error,Safari/2.2.4 (Mac OS Ventura),2025-03-22 08:30:15,OPTIONS,/update_email_configuration,500,Safari/2.2.4,Mac OS Ventura
[22/Mar/2025:08:33:44 -0700],127.0.0.4,PUT /email_configuration/unseen/get 200 OK,UNKNOWN (Linux Kernel 5.15),2025-03-22 08:33:44,PUT,/email_configuration/unseen/get,200,UNKNOWN,Linux Kernel 5.15
[22/Mar/2025:08:37:46 +0200],127.0.0.4,PUT /email_configuration/audit/get_all 300 Redirect,UNKNOWN (UNKNOWN),2025-03-22 08:37:46,PUT,/email_configuration/audit/get_all,300,UNKNOWN,UNKNOWN
[22/Mar/2025:08:38:54 +0530],127.0.0.2,POST /email_configuration/test 500 Internal Server Error,Mozilla/5.0 (Mac OS Ventura),2025-03-22 08:38:54,POST,/email_configuration/test,500,Mozilla/5.0,Mac OS Ventura
[22/Mar/2025:08:41:09 -0700],127.0.0.5,PUT /get_all_email_configuration 300 Redirect,Safari/2.2.4 (UNKNOWN),2025-03-22 08:41:09,PUT,/get_all_email_configuration,300,Safari/2.2.4,UNKNOWN
[22/Mar/2025:08:45:13 +0000],127.0.0.3,GET /get_email_configuration 404 Not Found,Chrome/5.1 (Mac OS Sequoia),2025-03-22 08:45:13,GET,/get_email_configuration,404,Chrome/5.1,Mac OS Sequoia
[22/Mar/2025:08:46:18 +0000],127.0.0.5,POST /create_email_configuration 403 Forbidden,Chrome/5.1 (Linux Kernel 6.0),2025-03-22 08:46:18,POST,/create_email_configuration,403,Chrome/5.1,Linux Kernel 6.0
[22/Mar/2025:08:49:50 +0200],127.0.0.4,GET /disable_poller 300 Redirect,UNKNOWN (Ubuntu 20.04),2025-03-22 08:49:50,GET,/disable_poller,300,UNKNOWN,Ubuntu 20.04
[22/Mar/2025:08:52:26 -0500],127.0.0.3,PUT /get_all_email_configuration 200 OK,UNKNOWN (Linux Kernel 6.0),2025-03-22 08:52:26,PUT,/get_all_email_configuration,200,UNKNOWN,Linux Kernel 6.0
[22/Mar/2025:08:57:49 +0000],127.0.0.5,GET /get_email_configuration 202 OK,Mozilla/5.0 (Mac OS Ventura),2025-03-22 08:57:49,GET,/get_email_configuration,202,Mozilla/5.0,Mac OS Ventura
[22/Mar/2025:08:59:45 +0200],127.0.0.1,OPTIONS /disable_poller 300 Redirect,UNKNOWN (UNKNOWN),2025-03-22 08:59:45,OPTIONS,/disable_poller,300,UNKNOWN,UNKNOWN
[22/Mar/2025:09:00:25 -0500],127.0.0.2,OPTIONS /create_email_configuration 404 Not Found,Safari/2.2.4 (Ubuntu 22.04),2025-03-22 09:00:25,OPTIONS,/create_email_configuration,404,Safari/2.2.4,Ubuntu 22.04
[22/Mar/2025:09:02:09 -0700],127.0.0.3,PUT /email_configuration/test 400 Bad Request,UNKNOWN (Windows 7),2025-03-22 09:02:09,PUT,/email_configuration/test,400,UNKNOWN,Windows 7
[22/Mar/2025:09:05:26 -0500],127.0.0.1,OPTIONS /update_email_configuration 404 Not Found,Safari/2.2.4 (Windows 11),2025-03-22 09:05:26,OPTIONS,/update_email_configuration,404,Safari/2.2.4,Windows 11
[22/Mar/2025:09:09:30 -0500],127.0.0.2,PUT /email_configuration/audit/get_all 502 Bad Gateway,UNKNOWN (Windows 10),2025-03-22 09:09:30,PUT,/email_configuration/audit/get_all,502,UNKNOWN,Windows 10
[22/Mar/2025:09:09:35 +0000],127.0.0.5,GET /email_configuration/test 300 Redirect,UNKNOWN (Ubuntu 20.04),2025-03-22 09:09:35,GET,/email_configuration/test,300,UNKNOWN,Ubuntu 20.04
[22/Mar/2025:09:09:35 +0000],127.0.0.2,PUT /disable_poller 403 Forbidden,Safari/2.2.4 (Linux Kernel 6.0),2025-03-22 09:09:35,PUT,/disable_poller,403,Safari/2.2.4,Linux Kernel 6.0
[22/Mar/2025:09:09:36 +0530],127.0.0.5,POST /disable_poller 500 Internal Server Error,UNKNOWN (Ubuntu 20.04),2025-03-22 09:09:36,POST,/disable_poller,500,UNKNOWN,Ubuntu 20.04
[22/Mar/2025:09:09:38 +0200],127.0.0.4,GET /email_configuration/audit/get_all 502 Bad Gateway,Safari/2.2.4 (Ubuntu 20.04),2025-03-22 09:09:38,GET,/email_configuration/audit/get_all,502,Safari/2.2.4,Ubuntu 20.04
[22/Mar/2025:09:09:38 -0500],127.0.0.2,GET /disable_poller 300 Redirect,Mozilla/52.9 (Ubuntu 20.04),2025-03-22 09:09:38,GET,/disable_poller,300,Mozilla/52.9,Ubuntu 20.04
[22/Mar/2025:09:09:41 -0700],127.0.0.5,OPTIONS /get_email_configuration 502 Bad Gateway,UNKNOWN (Mac OS Ventura),2025-03-22 09:09:41,OPTIONS,/get_email_configuration,502,UNKNOWN,Mac OS Ventura
[22/Mar/2025:09:09:47 +0200],127.0.0.1,OPTIONS /disable_poller 400 Bad Request,Safari/2.2.4 (Ubuntu 20.04),2025-03-22 09:09:47,OPTIONS,/disable_poller,400,Safari/2.2.4,Ubuntu 20.04
[22/Mar/2025:09:09:47 -0500],127.0.0.1,POST /get_all_email_configuration 502 Bad Gateway,UNKNOWN (Linux Kernel 6.0),2025-03-22 09:09:47,POST,/get_all_email_configuration,502,UNKNOWN,Linux Kernel 6.0
[22/Mar/2025:09:09:50 +0530],127.0.0.4,PUT /get_email_configuration 200 OK,Mozilla/25.3 (Ubuntu 22.04),2025-03-22 09:09:50,PUT,/get_email_configuration,200,Mozilla/25.3,Ubuntu 22.04
[22/Mar/2025:09:09:51 +0000],127.0.0.2,POST /email_configuration/unseen/get 400 Bad Request,Mozilla/5.0 (Ubuntu 22.04),2025-03-22 09:09:51,POST,/email_configuration/unseen/get,400,Mozilla/5.0,Ubuntu 22.04
[22/Mar/2025:09:09:52 +0200],127.0.0.4,POST /enable_poller 404 Not Found,UNKNOWN (Ubuntu 20.04),2025-03-22 09:09:52,POST,/enable_poller,404,UNKNOWN,Ubuntu 20.04
[22/Mar/2025:09:09:55 +0000],127.0.0.2,OPTIONS /disable_poller 404 Not Found,Chrome/67.1 (Ubuntu 22.04),2025-03-22 09:09:55,OPTIONS,/disable_poller,404,Chrome/67.1,Ubuntu 22.04
[22/Mar/2025:09:10:01 +0530],127.0.0.3,GET /email_configuration/audit/get_all 300 Redirect,Chrome/45.3 (Ubuntu 20.04),2025-03-22 09:10:01,GET,/email_configuration/audit/get_all,300,Chrome/45.3,Ubuntu 20.04
[22/Mar/2025:09:10:06 -0700],127.0.0.5,PUT /email_configuration/unseen/get 401 Unauthorized,Mozilla/39.0 (Ubuntu 22.04),2025-03-22 09:10:06,PUT,/email_configuration/unseen/get,401,Mozilla/39.0,Ubuntu 22.04
[22/Mar/2025:09:10:12 +0530],127.0.0.5,GET /email_configuration/unseen/get 404 Not Found,UNKNOWN (Ubuntu 22.04),2025-03-22 09:10:12,GET,/email_configuration/unseen/get,404,UNKNOWN,Ubuntu 22.04
[22/Mar/2025:09:10:16 -0500],127.0.0.1,OPTIONS /get_all_email_configuration 200 OK,Safari/2.2.4 (Ubuntu 20.04),2025-03-22 09:10:16,OPTIONS,/get_all_email_configuration,200,Safari/2.2.4,Ubuntu 20.04
[22/Mar/2025:09:10:19 +0530],127.0.0.2,POST /create_email_configuration 502 Bad Gateway,Safari/2.2.4 (Ubuntu 22.04),2025-03-22 09:10:19,POST,/create_email_configuration,502,Safari/2.2.4,Ubuntu 22.04
[22/Mar/2025:09:10:24 -0700],127.0.0.5,GET /disable_poller 300 Redirect,UNKNOWN (Ubuntu 22.04),2025-03-22 09:10:24,GET,/disable_poller,300,UNKNOWN,Ubuntu 22.04
[22/Mar/2025:09:10:24 +0200],127.0.0.4,POST /update_email_configuration 404 Not Found,UNKNOWN (Ubuntu 22.04),2025-03-22 09:10:24,POST,/update_email_configuration,404,UNKNOWN,Ubuntu 22.04
[22/Mar/2025:09:10:24 -0500],127.0.0.5,OPTIONS /email_configuration/audit/get_all 403 Forbidden,Mozilla/52.9 (UNKNOWN),2025-03-22 09:10:24,OPTIONS,/email_configuration/audit/get_all,403,Mozilla/52.9,UNKNOWN
[22/Mar/2025:09:11:07 +0530],127.0.0.3,PUT /update_email_configuration 403 Forbidden,Safari/2.2.4 (Windows 11),2025-03-22 09:11:07,PUT,/update_email_configuration,403,Safari/2.2.4,Windows 11
[22/Mar/2025:09:15:38 +0530],127.0.0.3,PUT /enable_poller 403 Forbidden,Safari/2.2.4 (Ubuntu 20.04),2025-03-22 09:15:38,PUT,/enable_poller,403,Safari/2.2.4,Ubuntu 20.04
[22/Mar/2025:09:17:36 +0000],127.0.0.5,GET /update_email_configuration 404 Not Found,UNKNOWN (UNKNOWN),2025-03-22 09:17:36,GET,/update_email_configuration,404,UNKNOWN,UNKNOWN
[22/Mar/2025:09:21:02 -0700],127.0.0.2,POST /get_all_email_configuration 400 Bad Request,Chrome/96.5 (UNKNOWN),2025-03-22 09:21:02,POST,/get_all_email_configuration,400,Chrome/96.5,UNKNOWN
[22/Mar/2025:09:26:35 +0000],127.0.0.1,PUT /disable_poller 500 Internal Server Error,Safari/2.2.4 (Mac OS Sequoia),2025-03-22 09:26:35,PUT,/disable_poller,500,Safari/2.2.4,Mac OS Sequoia
[22/Mar/2025:09:31:49 -0500],127.0.0.1,GET /email_configuration/unseen/get 400 Bad Request,Mozilla/39.0 (Linux Kernel 5.15),2025-03-22 09:31:49,GET,/email_configuration/unseen/get,400,Mozilla/39.0,Linux Kernel 5.15
[22/Mar/2025:09:32:37 -0500],127.0.0.5,OPTIONS /disable_poller 400 Bad Request,Chrome/117.2 (Mac OS Sequoia),2025-03-22 09:32:37,OPTIONS,/disable_poller,400,Chrome/117.2,Mac OS Sequoia
[22/Mar/2025:09:37:18 +0530],127.0.0.3,POST /email_configuration/unseen/get 502 Bad Gateway,Chrome/45.3 (Linux Kernel 5.15),2025-03-22 09:37:18,POST,/email_configuration/unseen/get,502,Chrome/45.3,Linux Kernel 5.15
[22/Mar/2025:09:41:41 +0200],127.0.0.3,GET /disable_poller 401 Unauthorized,Mozilla/12.0 (Mac OS Ventura),2025-03-22 09:41:41,GET,/disable_poller,401,Mozilla/12.0,Mac OS Ventura
[22/Mar/2025:09:47:28 +0200],127.0.0.2,PUT /create_email_configuration 200 OK,Mozilla/52.9 (Ubuntu 22.04),2025-03-22 09:47:28,PUT,/create_email_configuration,200,Mozilla/52.9,Ubuntu 22.04
[22/Mar/2025:09:52:09 -0500],127.0.0.4,POST /get_email_configuration 502 Bad Gateway,UNKNOWN (UNKNOWN),2025-03-22 09:52:09,POST,/get_email_configuration,502,UNKNOWN,UNKNOWN
[22/Mar/2025:09:55:54 +0200],127.0.0.4,PUT /update_email_configuration 300 Redirect,Safari/2.2.4 (Linux Kernel 5.15),2025-03-22 09:55:54,PUT,/update_email_configuration,300,Safari/2.2.4,Linux Kernel 5.15
[22/Mar/2025:09:56:14 +0530],127.0.0.3,GET /enable_poller 300 Redirect,Mozilla/12.0 (Windows 7),2025-03-22 09:56:14,GET,/enable_poller,300,Mozilla/12.0,Windows 7
[22/Mar/2025:09:58:43 +0000],127.0.0.4,OPTIONS /update_email_configuration 202 OK,UNKNOWN (Windows XP),2025-03-22 09:58:43,OPTIONS,/update_email_configuration,202,UNKNOWN,Windows XP
[22/Mar/2025:10:02:54 +0200],127.0.0.1,OPTIONS /email_configuration/audit/get_all 404 Not Found,Mozilla/5.0 (UNKNOWN),2025-03-22 10:02:54,OPTIONS,/email_configuration/audit/get_all,404,Mozilla/5.0,UNKNOWN
[22/Mar/2025:10:04:46 +0200],127.0.0.5,POST /update_email_configuration 202 OK,UNKNOWN (UNKNOWN),2025-03-22 10:04:46,POST,/update_email_configuration,202,UNKNOWN,UNKNOWN
[22/Mar/2025:10:04:56 +0200],127.0.0.5,POST /disable_poller 400 Bad Request,Safari/2.2.4 (Linux Kernel 5.15),2025-03-22 10:04:56,POST,/disable_poller,400,Safari/2.2.4,Linux Kernel 5.15
[22/Mar/2025:10:04:57 +0530],127.0.0.2,OPTIONS /get_email_configuration 502 Bad Gateway,Chrome/96.5 (Mac OS Sequoia),2025-03-22 10:04:57,OPTIONS,/get_email_configuration,502,Chrome/96.5,Mac OS Sequoia
[22/Mar/2025:10:09:55 -0500],127.0.0.5,GET /get_all_email_configuration 202 OK,Mozilla/25.3 (Linux Kernel 6.0),2025-03-22 10:09:55,GET,/get_all_email_configuration,202,Mozilla/25.3,Linux Kernel 6.0
[22/Mar/2025:10:12:09 -0700],127.0.0.1,OPTIONS /enable_poller 200 OK,Chrome/67.1 (Mac OS Sequoia),2025-03-22 10:12:09,OPTIONS,/enable_poller,200,Chrome/67.1,Mac OS Sequoia
[22/Mar/2025:10:16:57 +0530],127.0.0.5,OPTIONS /get_all_email_configuration 202 OK,Chrome/22.0 (Windows 11),2025-03-22 10:16:57,OPTIONS,/get_all_email_configuration,202,Chrome/22.0,Windows 11
[22/Mar/2025:10:21:10 +0200],127.0.0.5,POST /disable_poller 401 Unauthorized,UNKNOWN (Ubuntu 22.04),2025-03-22 10:21:10,POST,/disable_poller,401,UNKNOWN,Ubuntu 22.04
[22/Mar/2025:10:23:18 +0000],127.0.0.4,PUT /disable_poller 202 OK,UNKNOWN (Linux Kernel 6.0),2025-03-22 10:23:18,PUT,/disable_poller,202,UNKNOWN,Linux Kernel 6.0
[22/Mar/2025:10:23:44 +0200],127.0.0.4,POST /enable_poller 400 Bad Request,Safari/2.2.4 (UNKNOWN),2025-03-22 10:23:44,POST,/enable_poller,400,Safari/2.2.4,UNKNOWN
[22/Mar/2025:10:24:17 +0000],127.0.0.2,POST /email_configuration/test 400 Bad Request,Chrome/4.2 (Ubuntu 20.04),2025-03-22 10:24:17,POST,/email_configuration/test,400,Chrome/4.2,Ubuntu 20.04
[22/Mar/2025:10:26:35 -0700],127.0.0.4,PUT /get_email_configuration 202 OK,UNKNOWN (Mac OS Ventura),2025-03-22 10:26:35,PUT,/get_email_configuration,202,UNKNOWN,Mac OS Ventura
[22/Mar/2025:10:32:58 -0700],127.0.0.4,GET /get_all_email_configuration 300 Redirect,UNKNOWN (Linux Kernel 6.0),2025-03-22 10:32:58,GET,/get_all_email_configuration,300,UNKNOWN,Linux Kernel 6.0
[22/Mar/2025:10:38:49 +0000],127.0.0.1,PUT /get_email_configuration 300 Redirect,Chrome/2.1 (Windows 7),2025-03-22 10:38:49,PUT,/get_email_configuration,300,Chrome/2.1,Windows 7
[22/Mar/2025:10:39:28 +0000],127.0.0.4,POST /enable_poller 200 OK,Safari/2.2.4 (Ubuntu 20.04),2025-03-22 10:39:28,POST,/enable_poller,200,Safari/2.2.4,Ubuntu 20.04
[22/Mar/2025:10:40:38 -0500],127.0.0.4,POST /email_configuration/test 400 Bad Request,Safari/2.2.4 (Mac OS Ventura),2025-03-22 10:40:38,POST,/email_configuration/test,400,Safari/2.2.4,Mac OS Ventura
[22/Mar/2025:10:41:29 +0200],127.0.0.5,GET /get_email_configuration 202 OK,UNKNOWN (Linux Kernel 5.15),2025-03-22 10:41:29,GET,/get_email_configuration,202,UNKNOWN,Linux Kernel 5.15
[22/Mar/2025:10:43:54 +0530],127.0.0.5,GET /enable_poller 502 Bad Gateway,Chrome/22.0 (Ubuntu 22.04),2025-03-22 10:43:54,GET,/enable_poller,502,Chrome/22.0,Ubuntu 22.04
[22/Mar/2025:10:50:07 +0200],127.0.0.1,GET /get_email_configuration 500 Internal Server Error,Safari/2.2.4 (Mac OS Ventura),2025-03-22 10:50:07,GET,/get_email_configuration,500,Safari/2.2.4,Mac OS Ventura
[22/Mar/2025:10:50:42 +0530],127.0.0.5,POST /email_configuration/test 403 Forbidden,UNKNOWN (Linux Kernel 6.0),2025-03-22 10:50:42,POST,/email_configuration/test,403,UNKNOWN,Linux Kernel 6.0
[22/Mar/2025:10:51:20 +0000],127.0.0.3,POST /enable_poller 500 Internal Server Error,Safari/2.2.4 (Windows 7),2025-03-22 10:51:20,POST,/enable_poller,500,Safari/2.2.4,Windows 7
[22/Mar/2025:10:53:11 +0000],127.0.0.4,GET /enable_poller 300 Redirect,Mozilla/52.9 (Mac OS Ventura),2025-03-22 10:53:11,GET,/enable_poller,300,Mozilla/52.9,Mac OS Ventura
[22/Mar/2025:10:55:31 +0200],127.0.0.4,PUT /enable_poller 502 Bad Gateway,Mozilla/5.0 (Linux Kernel 5.15),2025-03-22 10:55:31,PUT,/enable_poller,502,Mozilla/5.0,Linux Kernel 5.15
[22/Mar/2025:11:00:34 +0530],127.0.0.1,GET /email_configuration/test 500 Internal Server Error,Mozilla/12.0 (Linux Kernel 5.15),2025-03-22 11:00:34,GET,/email_configuration/test,500,Mozilla/12.0,Linux Kernel 5.15
[22/Mar/2025:11:05:48 -0500],127.0.0.3,GET /email_configuration/audit/get_all 300 Redirect,Chrome/3.0 (Linux Kernel 5.15),2025-03-22 11:05:48,GET,/email_configuration/audit/get_all,300,Chrome/3.0,Linux Kernel 5.15
[22/Mar/2025:11:06:19 +0200],127.0.0.1,GET /disable_poller 300 Redirect,UNKNOWN (Linux Kernel 6.0),2025-03-22 11:06:19,GET,/disable_poller,300,UNKNOWN,Linux Kernel 6.0
[22/Mar/2025:11:09:49 -0500],127.0.0.5,POST /email_configuration/test 500 Internal Server Error,Safari/2.2.4 (Linux Kernel 5.15),2025-03-22 11:09:49,POST,/email_configuration/test,500,Safari/2.2.4,Linux Kernel 5.15
[22/Mar/2025:11:15:32 -0500],127.0.0.2,PUT /email_configuration/unseen/get 500 Internal Server Error,Safari/2.2.4 (Linux Kernel 5.15),2025-03-22 11:15:32,PUT,/email_configuration/unseen/get,500,Safari/2.2.4,Linux Kernel 5.15
[22/Mar/2025:11:20:51 +0000],127.0.0.5,GET /enable_poller 500 Internal Server Error,Mozilla/39.0 (Windows 10),2025-03-22 11:20:51,GET,/enable_poller,500,Mozilla/39.0,Windows 10
[22/Mar/2025:11:22:36 -0500],127.0.0.4,PUT /update_email_configuration 502 Bad Gateway,Chrome/5.1 (Mac OS Sequoia),2025-03-22 11:22:36,PUT,/update_email_configuration,502,Chrome/5.1,Mac OS Sequoia
[22/Mar/2025:11:28:57 -0500],127.0.0.4,OPTIONS /create_email_configuration 500 Internal Server Error,Chrome/117.2 (UNKNOWN),2025-03-22 11:28:57,OPTIONS,/create_email_configuration,500,Chrome/117.2,UNKNOWN
[22/Mar/2025:11:30:37 +0530],127.0.0.4,GET /create_email_configuration 404 Not Found,Chrome/4.2 (Linux Kernel 5.15),2025-03-22 11:30:37,GET,/create_email_configuration,404,Chrome/4.2,Linux Kernel 5.15
[22/Mar/2025:11:30:52 +0530],127.0.0.3,GET /get_email_configuration 202 OK,Chrome/45.3 (Windows 11),2025-03-22 11:30:52,GET,/get_email_configuration,202,Chrome/45.3,Windows 11
[22/Mar/2025:11:32:12 +0000],127.0.0.4,OPTIONS /enable_poller 202 OK,UNKNOWN (Mac OS Sequoia),2025-03-22 11:32:12,OPTIONS,/enable_poller,202,UNKNOWN,Mac OS Sequoia
[22/Mar/2025:11:36:02 +0530],127.0.0.3,POST /enable_poller 404 Not Found,UNKNOWN (Windows XP),2025-03-22 11:36:02,POST,/enable_poller,404,UNKNOWN,Windows XP
[22/Mar/2025:11:41:28 +0200],127.0.0.1,PUT /get_email_configuration 502 Bad Gateway,Chrome/45.3 (Ubuntu 20.04),2025-03-22 11:41:28,PUT,/get_email_configuration,502,Chrome/45.3,Ubuntu 20.04
[22/Mar/2025:11:44:39 +0000],127.0.0.1,PUT /email_configuration/unseen/get 202 OK,UNKNOWN (Ubuntu 20.04),2025-03-22 11:44:39,PUT,/email_configuration/unseen/get,202,UNKNOWN,Ubuntu 20.04
[22/Mar/2025:11:47:39 +0200],127.0.0.5,OPTIONS /disable_poller 401 Unauthorized,Chrome/2.1 (Linux Kernel 6.0),2025-03-22 11:47:39,OPTIONS,/disable_poller,401,Chrome/2.1,Linux Kernel 6.0
[22/Mar/2025:11:49:04 -0500],127.0.0.2,OPTIONS /disable_poller 202 OK,Mozilla/39.0 (Windows 11),2025-03-22 11:49:04,OPTIONS,/disable_poller,202,Mozilla/39.0,Windows 11
[22/Mar/2025:11:54:17 -0700],127.0.0.3,POST /update_email_configuration 200 OK,Mozilla/5.0 (Windows XP),2025-03-22 11:54:17,POST,/update_email_configuration,200,Mozilla/5.0,Windows XP
[22/Mar/2025:11:56:06 +0200],127.0.0.2,OPTIONS /disable_poller 500 Internal Server Error,Safari/2.2.4 (UNKNOWN),2025-03-22 11:56:06,OPTIONS,/disable_poller,500,Safari/2.2.4,UNKNOWN
[22/Mar/2025:12:02:04 +0530],127.0.0.3,GET /disable_poller 502 Bad Gateway,Chrome/45.3 (Windows XP),2025-03-22 12:02:04,GET,/disable_poller,502,Chrome/45.3,Windows XP
[22/Mar/2025:12:03:03 -0700],127.0.0.5,OPTIONS /enable_poller 502 Bad Gateway,Chrome/117.2 (Windows 11),2025-03-22 12:03:03,OPTIONS,/enable_poller,502,Chrome/117.2,Windows 11
[22/Mar/2025:12:06:28 +0000],127.0.0.5,OPTIONS /email_configuration/audit/get_all 500 Internal Server Error,Mozilla/52.9 (Mac OS Ventura),2025-03-22 12:06:28,OPTIONS,/email_configuration/audit/get_all,500,Mozilla/52.9,Mac OS Ventura
[22/Mar/2025:12:07:23 +0200],127.0.0.5,GET /create_email_configuration 202 OK,Mozilla/5.0 (Linux Kernel 6.0),2025-03-22 12:07:23,GET,/create_email_configuration,202,Mozilla/5.0,Linux Kernel 6.0
[22/Mar/2025:12:13:06 +0530],127.0.0.1,OPTIONS /get_email_configuration 202 OK,Mozilla/5.0 (Windows XP),2025-03-22 12:13:06,OPTIONS,/get_email_configuration,202,Mozilla/5.0,Windows XP
[22/Mar/2025:12:15:01 -0500],127.0.0.5,PUT /enable_poller 401 Unauthorized,UNKNOWN (Mac OS Sequoia),2025-03-22 12:15:01,PUT,/enable_poller,401,UNKNOWN,Mac OS Sequoia
[22/Mar/2025:12:15:20 +0200],127.0.0.3,POST /get_all_email_configuration 404 Not Found,Safari/2.2.4 (Mac OS Ventura),2025-03-22 12:15:20,POST,/get_all_email_configuration,404,Safari/2.2.4,Mac OS Ventura
[22/Mar/2025:12:20:00 +0000],127.0.0.1,GET /email_configuration/test 300 Redirect,UNKNOWN (Ubuntu 22.04),2025-03-22 12:20:00,GET,/email_configuration/test,300,UNKNOWN,Ubuntu 22.04
